quarter,tsnh,no_nh,no_phai_tra,tong_ts,vcsh,hang_ton_kho,phai_thu_kh,tien,doanh_thu,ebt,lai_vay,lnst,cfo,ticker,nganh
2025-Q3,32683906687318.0,56747612493697.0,67367836836166.0,73737176988890.0,6369340152724.0,3037547854494.0,5375377861320.0,16303940813548.0,30371020357312.0,865635322967.0,-209312925673.0,732246313524.0,4801078877740.0,HVN,Dich vu
2025-Q2,21761128224998.0,56051043084009.0,65432508574488.0,62333774592733.0,-3098733981755.0,3580575773856.0,5296833100876.0,6835526689570.0,27999770444499.0,3091380124311.0,-215270786063.0,2956164225179.0,2157510836954.0,HVN,Dich vu
2026-Q1,6244650212617.0,2095875760395.0,4612640039661.0,20181526187664.0,15568886148003.0,102175670375.0,637891643557.0,1889737882920.0,1452406917275.0,716426817601.0,-40874541457.0,650228328157.0,392935286773.0,GMD,Dich vu
2025-Q4,6206216188548.0,2342521762972.0,4908147222414.0,19826401375577.0,14918254153163.0,92477952063.0,673784889294.0,1622294838770.0,1624851616060.0,748809432560.0,-38993692382.0,738310431573.0,533381121550.0,GMD,Dich vu
2025-Q3,6117645952288.0,2570693569528.0,5134122120738.0,19322408276425.0,14188286155687.0,85149275433.0,738148892767.0,2205274802008.0,1560495941737.0,511468604278.0,-23820033285.0,432436874604.0,518368578252.0,GMD,Dich vu
2025-Q2,6743445928490.0,3150593359442.0,5307979253151.0,19085997110583.0,13778017857432.0,95519911442.0,689518780966.0,3748759070672.0,1493731602173.0,677460555128.0,-22412391748.0,604112898590.0,942655177522.0,GMD,Dich vu
2026-Q1,5103418419770.0,4695672474935.0,5183474471739.0,6938304441743.0,1754829970004.0,335966584323.0,1574922125960.0,291801367625.0,4758283873207.0,51792694437.0,-31917874997.0,38995011134.0,-81221379884.0,VTP,Dich vu
2025-Q4,5680154668779.0,5211678981607.0,5750465769030.0,7518675499825.0,1768209730795.0,152682505246.0,2168815895025.0,349825537243.0,5622808674878.0,191036004917.0,-23056878440.0,153236819475.0,-56457421490.0,VTP,Dich vu
2025-Q3,4754545307802.0,4451548457724.0,4954535295281.0,6702625618165.0,1748090322884.0,258531240641.0,1273748042942.0,590694897635.0,4928287581430.0,109040676653.0,-18330250419.0,85336296140.0,611629363629.0,VTP,Dich vu
2025-Q2,4637233761982.0,4411580141987.0,4856365333882.0,6532435878133.0,1676070544251.0,296503064717.0,1440228138831.0,389765934120.0,4981309952823.0,125808042720.0,-15307771974.0,96981406686.0,61389447930.0,VTP,Dich vu
2026-Q1,11657003724920.0,6994920430372.0,25346639574508.0,37846184314865.0,12499544740357.0,5126721250161.0,549801791071.0,704349494282.0,833465515854.0,73044230322.0,-342134139835.0,40767538707.0,-243123883318.0,CII,Dich vu
2025-Q4,11401411859381.0,7344951227483.0,25567783329754.0,37524891642819.0,11957108313065.0,4879883138697.0,592606122531.0,802141351233.0,819012014140.0,136357252951.0,-342105668395.0,126422672042.0,-507286529822.0,CII,Dich vu
2025-Q3,9690618169536.0,8132945010175.0,26056261249842.0,37943237456482.0,11886976206640.0,2396685948136.0,541937534880.0,1697043289641.0,714486381176.0,63611709595.0,-323779021991.0,56127012605.0,58959617242.0,CII,Dich vu
2025-Q2,10492712587084.0,10305454875467.0,27375991328833.0,38662975198475.0,11286983869642.0,2444683417236.0,704483796525.0,2032544281313.0,731145839966.0,86781347764.0,-314309854969.0,89456422821.0,71729031072.0,CII,Dich vu
2026-Q1,44740544253050.0,33080673206829.0,54462923992823.0,95758311539999.0,41295387547176.0,2647475867248.0,17570909659135.0,8332289680232.0,12327018194772.0,1407522062288.0,-414177841347.0,1300086343483.0,1073561056662.0,POW,Dich vu
2025-Q4,37007847543130.0,31611943025293.0,51396020728278.0,88611929063776.0,37215908335498.0,2174483173454.0,14196970596014.0,6737940350756.0,8901872534766.0,902145887303.0,-245673753524.0,825167604185.0,-1320024125620.0,POW,Dich vu
2025-Q3,34149773029374.0,30075490906432.0,49295573055344.0,85771496638498.0,36475923583154.0,2338203134721.0,9804965622698.0,9681165765710.0,7855188738891.0,1011826163428.0,-152456160451.0,948377521849.0,2553494760025.0,POW,Dich vu
2025-Q2,34519997482557.0,30918451843071.0,50075550390522.0,85651331171910.0,35575780781388.0,2386523708571.0,12867006422451.0,10147124355139.0,9398770212474.0,809837454882.0,-137817303342.0,761350344625.0,905630101921.0,POW,Dich vu
2026-Q1,79837671665610.0,76146303967243.0,77188587290317.0,106072582121188.0,28883994830871.0,29753882640248.0,19244902718970.0,10034406335760.0,98697936100129.0,-495815051996.0,-190452317219.0,-662477125907.0,9375725757265.0,PLX,Dich vu
2025-Q4,59561171811187.0,55354328118906.0,56293654583191.0,85855397411812.0,29561742828621.0,13861852856196.0,15782706609584.0,10675798547805.0,81843097378617.0,831227473258.0,-208273100502.0,685594446383.0,5146872074269.0,PLX,Dich vu
2025-Q3,65161869398069.0,61730228024488.0,62675251687942.0,91574911377304.0,28899659689362.0,16617288859733.0,17290266372609.0,12616557939958.0,83631407329088.0,807127310124.0,-243608783459.0,705970238434.0,-799826559974.0,PLX,Dich vu
2025-Q2,60926785823298.0,58197563961918.0,59044109329602.0,87249489527737.0,28205380198135.0,16789377724048.0,15820830951212.0,10770637171668.0,76538979974578.0,1646725151153.0,-180785086150.0,1424411077462.0,2193106949908.0,PLX,Dich vu
2026-Q1,13821465851430.0,5726347526598.0,15800239617195.0,40740992965557.0,24940753348362.0,1393235561820.0,2972635910798.0,4004397142803.0,2470751926358.0,1054383297460.0,-172360715310.0,938744544933.0,989079712010.0,REE,Dich vu
2025-Q4,13701485517767.0,5147199579595.0,15278313579883.0,40074851708537.0,24796538128654.0,1523627823536.0,3077036371013.0,3045832588034.0,2877577731793.0,866862850702.0,-170223450276.0,769645260281.0,1076434854731.0,REE,Dich vu
2025-Q3,12359235870047.0,4276976052607.0,14100981703005.0,38265997037514.0,24165015334509.0,1291160053507.0,2449510536247.0,3356120292119.0,2552162332981.0,926970290303.0,-179003224880.0,824812238009.0,598005869684.0,REE,Dich vu
2025-Q2,11912726111876.0,4144635033247.0,13528541671216.0,37015909890398.0,23487368219182.0,1240817458635.0,2759897202354.0,4779867178468.0,2513507808623.0,829343473011.0,-173864390335.0,738684202066.0,728632137544.0,REE,Dich vu
2026-Q1,8182621000000.0,3256310000000.0,10988486000000.0,60962946000000.0,49974460000000.0,222141000000.0,1324501000000.0,3788657000000.0,2293618000000.0,1999478000000.0,-194800000000.0,1606257000000.0,-262982000000.0,VRE,Dich vu
2025-Q4,7961052000000.0,5173857000000.0,12910946000000.0,61279149000000.0,48368203000000.0,236158000000.0,1319815000000.0,4434617000000.0,2312326000000.0,3340714000000.0,-185381000000.0,2658837000000.0,-2314552000000.0,VRE,Dich vu
2025-Q3,13768246000000.0,8346821000000.0,15554965000000.0,61264693000000.0,45709728000000.0,267655000000.0,1452512000000.0,2808595000000.0,2251000000000.0,1721448000000.0,-171677000000.0,1376430000000.0,-2884948000000.0,VRE,Dich vu
2025-Q2,14764329000000.0,11707371000000.0,13782973000000.0,58241716000000.0,44458743000000.0,299001000000.0,1506211000000.0,5235253000000.0,2142630000000.0,1545019000000.0,-122851000000.0,1233260000000.0,1784908000000.0,VRE,Dich vu
2026-Q1,41527873060120.0,25696151990523.0,28464058214856.0,68586094785217.0,40122036570361.0,1094571460159.0,10175295201576.0,7993577611642.0,12479997206775.0,2803844281676.0,-179461207664.0,2476789833481.0,-2847813717192.0,FPT,Dich vu
2025-Q4,58137438254908.0,41524928721230.0,44393950887086.0,88141991634625.0,43748040747539.0,2193769802339.0,12734600596550.0,10522105729992.0,20225449892881.0,3503168140397.0,-207025852637.0,2994964817096.0,4108450576803.0,FPT,Dich vu
2025-Q3,53632976863548.0,36285959995924.0,39907781019976.0,82738304930449.0,42830523910473.0,2050315910017.0,11454536291628.0,9853512731370.0,17204521225302.0,3374738598090.0,-233582914481.0,2901545752650.0,4344020060779.0,FPT,Dich vu
2025-Q2,52711179992741.0,37683199470884.0,41393292129716.0,81266075455371.0,39872783325655.0,2074111218172.0,11175300447724.0,10019630995136.0,16624713040067.0,3141032584460.0,-216761295705.0,2740271400678.0,4190477000730.0,FPT,Dich vu
